date,local_route,light_rail,peak_service,rapid_route,school,other
2023-12-07T00:00:00.000,15093,10909,320,17845,2524,88.0
2024-06-01T00:00:00.000,4766,5885,0,7828,0,23.0
2022-10-01T00:00:00.000,3330,5908,0,7685,0,33.0
2020-10-22T00:00:00.000,13517,7067,250,13741,5340,38.0
2019-10-21T00:00:00.000,18176,11790,428,24814,5698,0.0
2022-01-27T00:00:00.000,7246,4565,94,8304,0,43.0
2022-03-24T00:00:00.000,13605,8230,260,15712,4796,69.0
2021-05-04T00:00:00.000,15234,8655,304,16176,5157,71.0
2022-01-28T00:00:00.000,7358,4799,83,8416,0,51.0
2021-12-05T00:00:00.000,1835,3029,0,4304,0,27.0
2022-09-06T00:00:00.000,14002,8943,237,15814,4669,35.0
2022-12-02T00:00:00.000,13977,10088,199,15873,2973,62.0
2021-04-16T00:00:00.000,11478,8901,234,14947,0,81.0
2020-06-19T00:00:00.000,9639,5855,115,10813,4784,5.0
2021-08-05T00:00:00.000,15753,9203,270,17369,5183,115.0
2020-06-27T00:00:00.000,2060,3718,0,4989,0,1.0
2024-09-27T00:00:00.000,6,0,0,13,0,
2021-01-02T00:00:00.000,2113,3514,0,4362,0,25.0
2021-02-17T00:00:00.000,16515,9313,288,17924,6045,79.0
2023-02-04T00:00:00.000,3792,5316,0,7711,0,20.0
2019-08-08T00:00:00.000,17055,11668,450,23975,2072,13.0
2019-11-22T00:00:00.000,17767,12251,344,22953,5243,88.0
2022-08-25T00:00:00.000,14093,9194,188,16142,4374,72.0
2021-06-07T00:00:00.000,15462,9033,287,16468,5400,69.0
2022-05-01T00:00:00.000,2116,3635,0,5166,0,15.0
2023-07-08T00:00:00.000,3336,4532,0,6482,0,16.0
2021-11-18T00:00:00.000,10609,6167,143,11415,4464,51.0
2023-02-05T00:00:00.000,2470,4481,0,6197,0,22.0
2022-10-16T00:00:00.000,2320,4285,0,6017,0,17.0
2021-06-09T00:00:00.000,14998,9167,317,16406,5297,56.0
2021-09-01T00:00:00.000,2093,791,24,2000,0,14.0
2020-07-22T00:00:00.000,11326,5558,153,11361,5060,34.0
2021-02-16T00:00:00.000,16939,8742,341,17743,6211,97.0
2022-08-30T00:00:00.000,14116,8863,225,15990,4392,54.0
2024-05-23T00:00:00.000,17414,11086,318,19881,4917,71.0
2022-06-29T00:00:00.000,11434,8254,248,13939,2642,49.0
2022-07-31T00:00:00.000,1939,3626,0,4918,0,18.0
2022-11-04T00:00:00.000,14653,9360,176,15852,3994,80.0
2022-11-22T00:00:00.000,14214,9565,263,16618,4049,104.0
2020-11-06T00:00:00.000,13752,7333,194,13984,4941,31.0
2024-01-14T00:00:00.000,2573,4084,0,5643,0,17.0
2021-04-09T00:00:00.000,11445,9039,215,14506,0,54.0
2023-11-11T00:00:00.000,4154,6325,0,8797,0,17.0
2022-09-28T00:00:00.000,10443,8835,262,14540,0,41.0
2020-03-16T00:00:00.000,17139,9723,369,22739,6000,0.0
2021-08-12T00:00:00.000,12264,7130,217,13291,1925,55.0
2022-01-09T00:00:00.000,1473,2326,0,3350,0,30.0
2022-11-30T00:00:00.000,14266,9665,248,16658,3458,60.0
2022-04-01T00:00:00.000,12837,8514,181,14617,4692,67.0
2020-07-28T00:00:00.000,11472,5796,179,11497,5366,56.0
2021-07-21T00:00:00.000,15708,8764,325,16434,5252,110.0
2023-04-10T00:00:00.000,2417,3853,0,5766,0,21.0
2023-05-16T00:00:00.000,16229,11175,421,19552,5001,54.0
2023-06-22T00:00:00.000,14273,9779,302,17029,4072,121.0
2021-04-22T00:00:00.000,17017,9626,325,18501,5744,75.0
2020-09-08T00:00:00.000,12692,6269,189,12158,5132,53.0
2020-09-07T00:00:00.000,11841,5825,194,11846,5086,49.0
2021-06-13T00:00:00.000,2130,4063,0,5204,0,29.0
2024-01-24T00:00:00.000,12502,9667,331,15883,0,71.0
2022-11-25T00:00:00.000,14427,9851,169,17155,3529,73.0
2024-04-13T00:00:00.000,4855,6268,0,8404,0,22.0
2019-11-13T00:00:00.000,18610,12106,461,25270,5744,9.0
2021-03-01T00:00:00.000,16232,8903,310,17113,5857,72.0
2021-11-02T00:00:00.000,10172,5042,116,9436,4866,72.0
2023-03-19T00:00:00.000,2435,4340,0,6227,0,15.0
2024-01-12T00:00:00.000,11183,8741,215,14127,0,119.0
2021-08-16T00:00:00.000,2079,953,23,2185,14,11.0
2020-05-13T00:00:00.000,4050,2306,72,5347,869,0.0
2023-02-06T00:00:00.000,16019,10179,307,18489,5868,160.0
2021-11-11T00:00:00.000,11004,5523,129,10359,4731,77.0
2022-08-28T00:00:00.000,2035,4008,0,5240,0,22.0
2020-09-11T00:00:00.000,12248,6821,165,12700,4919,45.0
2022-05-22T00:00:00.000,1955,2981,0,4777,0,18.0
2022-04-17T00:00:00.000,1569,3203,0,4099,0,14.0
2023-03-14T00:00:00.000,17223,11618,355,20989,5625,73.0
2024-09-13T00:00:00.000,15789,10273,280,18080,4378,85.0
2020-01-28T00:00:00.000,13109,9653,380,20317,0,
2022-06-26T00:00:00.000,2032,3506,0,4891,0,28.0
2021-07-19T00:00:00.000,15032,8449,281,15625,5217,61.0
2023-01-20T00:00:00.000,11236,8943,200,14207,0,64.0
2023-10-14T00:00:00.000,4396,6369,0,8993,0,84.0
2022-09-23T00:00:00.000,13042,9011,161,14820,2928,93.0
2022-10-28T00:00:00.000,12670,9420,188,15280,2969,55.0
2022-12-29T00:00:00.000,5431,3887,18,6497,0,66.0
2021-07-18T00:00:00.000,2026,3035,0,4398,0,36.0
2024-09-23T00:00:00.000,56,1938,0,67,10,0.0
2022-08-29T00:00:00.000,12670,7783,220,14208,4386,56.0
2021-09-20T00:00:00.000,2136,909,23,2215,0,25.0
2021-09-04T00:00:00.000,590,433,0,1016,0,11.0
2021-12-20T00:00:00.000,8432,6021,172,10552,4,44.0
2020-07-03T00:00:00.000,8889,6077,113,11132,2966,4.0
2023-10-28T00:00:00.000,4339,6542,0,8932,0,22.0
2019-11-06T00:00:00.000,18955,12275,470,25228,5665,0.0
2020-12-17T00:00:00.000,12712,8500,249,14190,911,47.0
2021-05-28T00:00:00.000,16113,9808,246,16822,5178,91.0
2024-09-22T00:00:00.000,21,577,0,49,0,0.0
2021-03-23T00:00:00.000,14108,8154,322,15402,5170,61.0
2024-09-03T00:00:00.000,16725,10456,351,19473,4826,92.0
2021-06-30T00:00:00.000,10372,7411,273,13369,5,59.0
2020-07-07T00:00:00.000,7127,5241,142,10067,0,8.0
2022-07-26T00:00:00.000,13363,8790,227,15117,4590,54.0
2021-04-01T00:00:00.000,15612,9075,252,16471,4890,98.0
2021-08-11T00:00:00.000,15917,9295,319,17484,5160,58.0
2020-09-03T00:00:00.000,12307,6055,192,11891,5195,49.0
2020-01-17T00:00:00.000,12437,10255,315,19115,0,0.0
2024-07-27T00:00:00.000,4878,6506,0,8932,0,21.0
2019-07-20T00:00:00.000,5057,6692,0,7379,0,1.0
2023-08-17T00:00:00.000,15096,11170,343,19353,1922,106.0
2020-12-09T00:00:00.000,13538,8600,254,14832,2988,49.0
2022-01-29T00:00:00.000,2345,2973,0,4511,0,18.0
2019-08-22T00:00:00.000,18831,12491,439,26140,5497,1.0
2022-12-07T00:00:00.000,14224,10015,268,16799,2268,72.0
2021-11-08T00:00:00.000,9798,5040,140,9354,4516,67.0
2023-07-23T00:00:00.000,2687,4929,0,7061,0,21.0
2024-03-28T00:00:00.000,17732,12303,285,19920,5404,68.0
2019-12-23T00:00:00.000,9651,7544,174,13305,0,0.0
2021-02-20T00:00:00.000,3241,4816,0,6232,0,27.0
2020-01-10T00:00:00.000,6154,9985,69,10609,0,1.0
2024-04-23T00:00:00.000,13638,10823,362,19086,0,80.0
2021-04-02T00:00:00.000,1268,2517,0,2850,0,12.0
2024-02-19T00:00:00.000,18342,11333,432,20730,5993,73.0
2021-12-17T00:00:00.000,10707,7812,161,12696,596,52.0
2020-12-03T00:00:00.000,13587,8360,265,14944,4111,44.0
2024-01-09T00:00:00.000,11248,8832,317,14783,0,57.0
2022-06-25T00:00:00.000,3022,4736,0,6342,0,21.0
2020-11-02T00:00:00.000,13149,5827,247,12978,5084,51.0
2023-08-11T00:00:00.000,15810,11057,262,19274,4372,84.0
2019-08-20T00:00:00.000,19431,12269,479,26158,5835,0.0
2023-03-30T00:00:00.000,16112,11302,313,19714,4964,66.0
2023-10-08T00:00:00.000,2741,4863,0,6946,0,13.0
2022-08-22T00:00:00.000,13093,8338,228,15085,4394,32.0
2024-01-06T00:00:00.000,3772,8419,0,6935,0,24.0
2023-09-25T00:00:00.000,12217,10407,314,17834,0,36.0
2021-09-07T00:00:00.000,2035,853,24,2189,0,28.0
2022-11-17T00:00:00.000,14939,9916,227,16962,4006,62.0
2022-08-17T00:00:00.000,14023,9187,261,16260,4319,39.0
2024-01-29T00:00:00.000,13054,9140,311,15966,42,52.0
2021-09-18T00:00:00.000,708,585,0,1217,0,10.0
2022-09-20T00:00:00.000,14506,9955,258,16735,4284,115.0
2024-07-03T00:00:00.000,14579,10075,341,17638,2831,72.0
2021-12-15T00:00:00.000,10815,6909,216,12610,854,44.0
2022-01-23T00:00:00.000,1616,2475,0,3771,0,22.0
2020-08-01T00:00:00.000,2174,3638,0,5068,0,45.0
2019-11-18T00:00:00.000,17675,11307,422,23598,5681,0.0
2024-09-14T00:00:00.000,4892,6279,0,9158,0,24.0
2020-08-19T00:00:00.000,10950,5173,172,10853,4996,55.0
2019-12-04T00:00:00.000,17360,11712,465,23467,4705,1.0
2022-06-12T00:00:00.000,1918,3625,0,4776,0,20.0
2022-02-01T00:00:00.000,11002,5388,112,10088,5151,55.0
2020-01-07T00:00:00.000,10356,7905,351,15447,0,0.0
2022-05-04T00:00:00.000,14028,8768,263,15588,4916,118.0
2019-08-16T00:00:00.000,18703,12607,346,25086,5447,0.0
2019-08-09T00:00:00.000,16883,10790,375,23007,5284,14.0
2020-11-13T00:00:00.000,13394,7584,198,13614,4672,65.0
2022-07-07T00:00:00.000,9635,7788,226,12984,0,72.0
2022-04-12T00:00:00.000,10254,7869,277,13742,0,48.0
2019-12-25T00:00:00.000,61,0,0,101,0,
2019-09-16T00:00:00.000,18179,11701,496,24422,5790,0.0
2024-01-26T00:00:00.000,2891,5593,0,7065,0,19.0
2019-07-14T00:00:00.000,3584,3486,0,4761,0,3.0
2020-03-19T00:00:00.000,15491,7963,330,19246,5873,0.0
2024-06-16T00:00:00.000,2626,4124,0,6481,0,21.0
2020-12-13T00:00:00.000,2251,3621,0,4833,0,26.0
2021-03-20T00:00:00.000,3186,4406,0,5835,0,28.0
2020-03-13T00:00:00.000,18951,11915,373,25302,5882,0.0
2020-01-19T00:00:00.000,2614,3950,0,5203,0,3.0
2023-04-24T00:00:00.000,13698,9132,232,16254,1945,61.0
2021-01-28T00:00:00.000,10711,6942,280,12890,0,45.0
2020-08-24T00:00:00.000,11504,5692,156,11230,5247,55.0
2021-03-05T00:00:00.000,15957,9623,205,17175,4850,68.0
2023-12-17T00:00:00.000,2748,4329,0,6366,0,21.0
2022-10-29T00:00:00.000,3582,6057,0,7179,0,16.0
2020-11-24T00:00:00.000,13445,8019,278,14531,4690,80.0
2023-02-08T00:00:00.000,16614,10940,336,19728,5921,144.0
2019-09-27T00:00:00.000,18492,13384,329,25249,4745,0.0
2022-02-16T00:00:00.000,13027,6466,157,12947,5466,55.0
2021-03-19T00:00:00.000,16607,9711,236,16941,5569,57.0
2019-12-15T00:00:00.000,2865,4472,0,6323,0,0.0
2022-03-27T00:00:00.000,2031,2942,0,4909,0,33.0
2022-04-10T00:00:00.000,2035,3536,0,5237,0,24.0
2024-03-05T00:00:00.000,17619,12503,403,22310,2266,90.0
2022-04-15T00:00:00.000,1155,2768,0,3000,0,8.0
2020-09-25T00:00:00.000,10814,5837,171,11165,4109,34.0
2022-09-11T00:00:00.000,2040,4185,0,5374,0,27.0
2021-04-17T00:00:00.000,3156,4913,0,6445,0,26.0
2020-01-27T00:00:00.000,2396,3371,0,5185,0,0.0
2024-04-16T00:00:00.000,13976,11549,391,19837,0,82.0
2021-02-12T00:00:00.000,15506,8650,230,15651,5317,79.0
2024-04-04T00:00:00.000,17209,10776,347,20138,5537,78.0
2019-11-01T00:00:00.000,18179,12743,337,24242,5251,1.0
2023-11-25T00:00:00.000,4233,6813,0,8613,0,32.0
2024-03-20T00:00:00.000,18958,12303,411,21981,5823,88.0
2024-09-01T00:00:00.000,2448,4364,0,6487,0,29.0
2023-07-13T00:00:00.000,11556,9933,312,16001,0,52.0
2021-09-24T00:00:00.000,2510,1025,16,2530,0,26.0
2024-04-14T00:00:00.000,2704,4861,0,6791,0,19.0
2022-11-14T00:00:00.000,13895,8761,271,15661,4206,54.0
2020-09-28T00:00:00.000,8822,6028,200,10349,0,28.0
2023-01-19T00:00:00.000,11337,8671,262,14881,0,66.0
2023-08-16T00:00:00.000,16791,11800,387,20936,4684,113.0
2022-01-10T00:00:00.000,5732,3548,73,6644,0,25.0
2020-05-04T00:00:00.000,3717,1952,70,4411,131,19.0
2023-07-26T00:00:00.000,16680,11726,347,20438,4738,99.0
